"minutes.elapsed","Date","map","num_players","Nick","Kills","Deaths","Damage.Dealt","Damage.Taken","Score","Perf","ELO","UnknownHeader","GT.kills","GT.acc","GT.shots.hit","GT.shots.fired","MG.kills","MG.acc","MG.shots.hit","MG.shots.fired","SG.kills","SG.acc","SG.shots.hit","SG.shots.fired","GL.kills","GL.acc","GL.shots.hit"," GL.shots.fired","RL.kills","RL.acc","RL.shots.hit","RL.shots.fired","LG.kills","LG.acc","LG.shots.hit","LG.shots.fired","RG.kills","RG.acc","RG.shots.hit","RG.shots.fired","PG.kills","PG.acc","PG.shots.hit","PG.shots.fired","HMG.kills","HMG.acc","HMG.shots.hit","HMG.shots.fired","BFG.kills","BFG.acc","BFG.shots.hit","BFG.shots.fired","PM.kills","PM.acc","PM.shots.hit","PM.shots.fired","CG.kills","CG.acc","CG.shots.hit","CG.shots.fired","NG.kills","NG.acc","NG.shots.hit","NG.shots.fired","win"
5.8,"5/13/2017 22:29","bloodrun",11,"odt",31,12,4625,2033,31,52,2492,"odt",0,0,0,0,1,40,47,117,3,31,56,180,1,29,2,7,2,46,17,37,23,40,386,963,0,75,3,4,1,7,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.21666666666667,"5/13/2017 18:50","limbus",9,"odt",50,18,7743,3798,50,50,2490,"odt",0,0,0,0,1,54,56,103,13,34,318,940,0,0,0,0,3,42,10,24,23,42,296,705,10,61,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.6,"5/13/2017 18:40","wargrounds",11,"odt",53,16,8105,2492,50,50,2489,"odt",0,0,0,0,2,59,20,34,11,41,262,640,0,0,0,0,19,61,61,100,12,34,124,363,3,38,3,8,6,16,36,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.21666666666667,"5/13/2017 18:31","quarantine",14,"odt",41,25,5837,3622,41,41,2493,"odt",0,0,0,0,1,43,100,232,5,27,109,400,0,0,0,0,6,68,17,25,24,44,567,1298,0,0,0,0,0,17,2,12,5,33,66,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.18333333333333,"5/13/2017 18:23","castledeathstalker",14,"odt",50,27,6285,3760,50,61,2489,"odt",0,0,0,0,8,47,313,672,3,41,41,100,0,0,0,0,16,51,35,68,21,40,245,611,0,0,0,0,0,0,0,0,2,37,64,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.46666666666667,"5/13/2017 16:23","theedge",14,"odt",50,11,6142,2450,50,50,2489,"odt",0,0,0,0,0,46,12,26,26,31,458,1460,0,0,0,0,2,40,4,10,13,49,250,507,0,0,0,0,0,0,0,0,9,39,104,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.3,"5/13/2017 16:15","grimdungeons",14,"odt",51,4,5767,1597,50,50,2488,"odt",0,0,0,0,1,51,19,37,22,32,323,1020,0,0,0,0,3,52,11,21,23,50,330,655,0,0,0,0,1,24,13,54,0,0,0,0,1,50,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
5.16666666666667,"5/13/2017 16:09","asylum",13,"odt",50,7,6029,1480,50,50,2488,"odt",1,0,0,0,3,49,42,85,9,19,118,620,0,0,0,0,15,58,38,65,13,40,172,434,0,0,0,0,1,22,11,49,8,39,64,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.51666666666667,"5/13/2017 16:03","overkill",14,"odt",51,20,6347,2825,50,50,2485,"odt",0,0,0,0,5,47,195,414,8,35,183,520,1,20,2,10,8,81,21,26,23,43,281,658,1,40,4,10,1,24,8,33,4,28,33,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.43333333333333,"5/13/2017 15:56","hiddenfortress",13,"odt",51,15,7533,2020,50,50,2483,"odt",0,0,0,0,3,39,39,100,21,31,289,920,0,0,0,0,12,83,40,48,9,50,252,504,4,55,11,20,2,21,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.01666666666667,"5/13/2017 15:48","overkill",17,"odt",37,17,5059,2517,36,56,2483,"odt",0,0,0,0,0,42,92,220,7,35,176,500,0,0,0,0,3,67,6,9,5,45,130,287,6,73,11,15,0,0,0,0,16,32,133,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.35,"5/13/2017 14:25","almostlost",8,"odt",50,21,7945,3672,50,50,2481,"odt",0,0,0,0,2,41,84,207,2,40,40,100,0,0,0,0,6,49,22,45,29,42,601,1421,0,0,0,0,4,12,26,211,7,33,103,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.9333333333333,"5/13/2017 14:14","dredwerkz",10,"odt",54,27,9719,4547,50,50,2479,"odt",0,0,0,0,3,41,34,83,14,27,212,780,0,0,0,0,8,53,31,58,7,42,166,398,10,56,15,27,0,14,12,85,1,38,116,304,11,44,35,79,0,0,0,0,0,0,0,0,0,0,0,0,1
6.18333333333333,"5/12/2017 18:28","overkill",13,"odt",51,12,6535,2834,50,50,2476,"odt",0,0,0,0,6,39,108,278,5,46,129,280,0,0,0,0,5,59,13,22,12,44,211,483,5,71,12,17,1,16,5,31,17,33,150,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.11666666666667,"5/12/2017 18:21","foolishlegacy",14,"odt",51,21,6238,3176,50,50,2476,"odt",0,0,0,0,4,43,91,211,26,32,428,1320,0,0,0,0,6,42,14,33,6,36,117,328,0,0,0,0,0,7,4,59,9,37,123,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.18333333333333,"5/12/2017 18:12","trinity",14,"odt",51,9,4920,1929,51,51,2475,"odt",0,0,0,0,0,42,13,31,4,32,45,140,0,0,0,6,0,50,1,2,30,42,381,915,2,57,4,7,3,28,28,100,12,36,86,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.06666666666667,"5/12/2017 18:05","hiddenfortress",12,"odt",51,13,7053,2089,50,50,2472,"odt",0,0,0,0,4,44,79,181,12,27,148,540,0,0,0,0,8,66,25,38,21,44,503,1151,6,78,7,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.68333333333333,"5/12/2017 17:57","campgrounds",15,"odt",50,15,6150,2260,50,50,2471,"odt",0,0,0,0,2,46,89,193,10,27,135,500,0,0,0,0,3,35,6,17,29,48,501,1039,0,0,0,0,6,21,35,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.83333333333333,"5/12/2017 17:50","theedge",15,"odt",50,11,7129,2271,50,50,2470,"odt",1,0,0,0,3,42,78,185,3,25,61,240,0,0,0,0,5,70,16,23,8,44,113,255,0,0,0,0,0,0,0,0,30,40,402,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.81666666666667,"5/12/2017 17:36","6plusplus",16,"odt",50,11,5789,2421,50,90,2470,"odt",0,0,0,0,4,52,122,235,1,27,27,100,0,0,0,0,7,73,16,22,22,47,362,776,7,72,13,18,9,28,54,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.25,"5/10/2017 22:55","demonkeep",15,"odt",36,25,5029,4000,36,36,2478,"odt",0,0,0,0,3,40,125,316,4,29,129,440,0,0,0,0,8,66,25,38,13,40,263,656,1,43,3,7,0,5,2,39,7,35,109,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.58333333333333,"5/10/2017 22:45","heroscerated",11,"odt",52,19,7107,3587,50,50,2475,"odt",0,0,0,0,2,38,72,192,3,29,52,180,0,6,1,17,12,47,40,85,28,42,379,902,6,60,9,15,1,15,16,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.38333333333333,"5/10/2017 22:35","overkill",15,"odt",51,16,7016,2598,50,50,2472,"odt",0,0,0,0,4,42,149,355,8,28,95,340,1,50,1,2,2,67,6,9,24,44,412,944,1,44,4,9,0,0,0,0,11,38,153,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.1,"5/10/2017 22:28","trinity",17,"odt",50,14,5819,2018,50,50,2468,"odt",1,0,0,0,3,46,122,265,7,40,112,280,0,0,0,0,0,0,0,0,21,42,390,921,1,50,1,2,1,20,6,30,16,35,125,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.81666666666667,"5/10/2017 22:21","heroskeep",19,"odt",48,26,7289,3384,47,47,2466,"odt",1,0,0,0,7,48,271,562,6,44,150,340,0,0,0,0,10,76,28,37,12,46,242,526,12,66,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13333333333333,"5/10/2017 22:15","longestyard",22,"odt",49,41,6475,4861,49,49,2468,"odt",0,0,0,0,30,52,784,1513,11,31,227,740,0,0,0,0,8,67,22,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.58333333333333,"5/10/2017 22:06","hellsgate",20,"odt",42,36,6243,4186,42,42,2473,"odt",0,0,0,0,15,52,419,810,0,0,0,0,0,0,0,0,22,85,60,71,0,0,0,0,0,0,0,3,5,21,42,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96666666666667,"5/10/2017 21:59","bloodrun",18,"odt",50,26,6262,3545,50,50,2469,"odt",1,0,0,0,8,48,206,431,8,28,62,220,1,10,1,10,14,69,34,49,12,52,263,506,5,58,7,12,1,13,16,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.43333333333333,"5/10/2017 21:52","spacechamber",18,"odt",54,42,8681,5161,50,50,2470,"odt",2,0,0,0,14,51,504,984,8,44,193,440,0,0,0,0,4,71,17,24,0,0,0,0,10,56,18,32,0,0,0,4,14,46,169,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.03333333333333,"5/10/2017 21:41","almostlost",19,"odt",50,13,5769,1856,50,50,2461,"odt",2,0,0,0,8,48,144,301,9,28,142,500,0,0,0,0,5,65,13,20,21,45,277,619,0,0,0,0,0,0,0,0,5,42,53,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,"5/10/2017 21:35","overkill",23,"odt",40,24,5998,3166,40,40,2477,"odt",0,0,0,0,7,50,189,379,3,57,137,240,2,38,3,8,3,86,12,14,9,39,108,276,8,65,13,20,0,8,2,26,8,41,154,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.73333333333333,"5/10/2017 21:28","campgrounds",21,"odt",41,25,5465,3029,40,40,2497,"odt",1,0,0,0,8,42,244,575,10,32,166,520,2,35,9,26,11,70,30,43,7,47,139,295,0,0,0,0,2,18,23,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.61666666666667,"5/10/2017 21:21","aerowalk",20,"odt",51,31,7829,3635,50,50,2495,"odt",2,0,0,0,2,45,91,201,5,35,139,400,1,31,5,16,22,81,50,62,19,45,449,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.58333333333333,"5/10/2017 21:15","campgrounds",14,"odt",50,31,7318,3981,50,50,2493,"odt",0,0,0,0,5,48,220,460,17,39,372,960,0,0,0,0,2,42,5,12,18,51,495,967,0,0,0,0,8,26,47,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,"5/10/2017 21:07","bloodrun",15,"odt",50,13,6271,2035,50,50,2491,"odt",1,0,0,0,2,45,52,116,6,40,177,440,0,0,0,4,6,77,20,26,28,45,294,657,4,78,7,9,3,24,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.5,"5/10/2017 21:01","asylum",16,"odt",51,15,6086,2177,50,50,2488,"odt",0,0,0,0,3,51,121,238,12,44,229,520,0,0,0,0,7,55,18,33,20,45,324,725,0,0,0,0,0,0,0,0,9,41,94,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.95,"5/10/2017 20:55","quarantine",23,"odt",48,13,6875,2787,48,48,2489,"odt",0,0,0,0,2,58,115,198,6,39,156,400,0,0,0,0,12,61,36,59,28,45,618,1371,0,0,0,0,0,14,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.63333333333333,"5/10/2017 20:48","dredwerkz",19,"odt",51,11,8524,2287,50,50,2487,"odt",0,0,0,0,1,64,67,104,2,22,43,200,0,0,0,0,11,66,21,32,3,48,64,132,11,75,18,24,1,19,8,43,17,36,210,582,5,52,14,27,0,0,0,0,0,0,0,0,0,0,0,0,1
3.88333333333333,"5/10/2017 20:40","campgroundsvariety",18,"odt",51,14,5133,1801,50,50,2486,"odt",0,0,0,0,3,54,89,165,10,38,128,340,0,0,0,0,6,75,12,16,22,45,280,628,0,0,0,0,10,25,70,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.75,"5/10/2017 20:34","hellsgate",18,"odt",52,27,5888,3467,50,50,2484,"odt",5,0,0,0,21,52,375,725,0,0,0,0,0,0,0,0,16,92,36,39,0,0,0,0,5,75,9,12,5,24,37,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,"5/10/2017 20:28","trinity",17,"odt",48,18,5544,2751,48,48,2485,"odt",0,0,0,0,4,44,108,248,8,33,150,460,0,0,0,2,6,82,9,11,11,46,214,461,9,59,13,22,0,0,0,0,10,38,76,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.03333333333333,"5/10/2017 20:21","lostworld",14,"odt",42,8,4684,1940,42,42,2489,"odt",0,0,0,0,4,43,69,159,27,32,415,1280,0,0,0,0,3,39,7,18,8,46,137,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93333333333333,"5/10/2017 20:15","asylum",17,"odt",50,14,5670,1856,50,50,2486,"odt",5,0,0,0,6,42,113,272,1,12,12,100,0,0,0,0,11,66,21,32,12,43,193,450,0,0,0,0,0,0,0,0,15,40,171,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.71666666666667,"5/10/2017 16:33","heroskeep",15,"odt",32,28,5559,3511,32,32,2503,"odt",1,0,0,0,8,51,310,611,5,36,94,260,0,0,0,0,1,43,3,7,9,38,155,403,4,56,10,18,4,24,37,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.11666666666667,"5/10/2017 16:26","deepinside",18,"odt",31,15,4392,2197,31,31,2515,"odt",0,0,0,0,2,38,89,232,10,30,207,700,0,50,1,2,5,48,12,25,12,54,294,542,2,70,7,10,0,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,"5/10/2017 16:19","quarantine",18,"odt",46,24,6393,3046,45,45,2518,"odt",0,0,0,0,3,48,121,252,5,53,149,280,0,0,0,0,16,70,45,64,13,45,257,573,0,0,0,0,1,10,13,125,8,35,109,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15,"5/10/2017 16:11","bloodrun",18,"odt",51,22,7111,3342,50,50,2516,"odt",0,0,0,0,5,51,90,177,4,40,128,320,0,17,1,6,5,50,18,36,23,46,398,865,14,86,19,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.06666666666667,"5/10/2017 16:04","almostlost",19,"odt",43,19,5303,2515,43,43,2520,"odt",0,0,0,0,6,46,154,335,6,33,85,260,0,0,0,0,2,100,6,6,8,45,190,420,3,83,5,6,12,23,79,349,6,38,55,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45,"5/10/2017 15:54","overkill",19,"odt",27,13,3506,1757,24,41,2529,"odt",0,0,0,0,8,45,156,346,8,40,214,540,0,0,0,0,0,100,2,2,8,47,122,258,2,50,5,10,0,0,0,0,1,35,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06666666666667,"5/10/2017 15:09","almostlost",17,"odt",45,17,5771,2530,44,44,2532,"odt",0,0,0,0,7,52,137,264,4,42,108,260,0,0,0,0,11,66,25,38,14,44,190,428,1,50,3,6,7,18,36,203,1,38,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88333333333333,"5/10/2017 15:03","campgroundsvariety",20,"odt",51,24,5916,3258,50,50,2528,"odt",0,0,0,0,9,44,170,387,18,32,306,960,0,0,0,0,10,75,27,36,10,49,250,510,0,0,0,0,4,25,39,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.01666666666667,"5/10/2017 14:56","almostlost",17,"odt",48,15,6832,2350,48,48,2529,"odt",0,0,0,0,4,43,131,304,4,25,70,280,1,80,8,10,10,70,21,30,20,46,444,963,0,0,0,0,8,24,49,204,1,62,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53333333333333,"5/10/2017 14:50","grimdungeons",17,"odt",33,18,4557,2832,33,33,2536,"odt",0,0,0,0,4,47,135,285,5,34,123,360,0,0,0,0,15,63,27,43,7,32,112,347,0,0,0,1,0,11,4,35,0,0,0,0,2,63,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,"5/9/2017 17:39","demonkeep",17,"odt",50,14,6291,2771,50,50,2530,"odt",0,0,0,0,4,48,161,334,16,41,290,700,0,0,0,0,4,52,13,25,18,46,302,657,0,0,0,3,0,16,9,55,8,36,104,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.63333333333333,2017-05-10 20:48:38,dredwerkz,19,odt,51,11,8524,2287,50,50,2487,odt,0,0,0,0,1,64,67,104,2,22,43,200,0,0,0,0,11,66,21,32,3,48,64,132,11,75,18,24,1,19,8,43,17,36,210,582,5,52,14,27,0,0,0,0,0,0,0,0,0,0,0,0,1
3.88333333333333,2017-05-10 20:40:04,campgroundsvariety,18,odt,51,14,5133,1801,50,50,2486,odt,0,0,0,0,3,54,89,165,10,38,128,340,0,0,0,0,6,75,12,16,22,45,280,628,0,0,0,0,10,25,70,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.75,2017-05-10 20:34:22,hellsgate,18,odt,52,27,5888,3467,50,50,2484,odt,5,0,0,0,21,52,375,725,0,0,0,0,0,0,0,0,16,92,36,39,0,0,0,0,5,75,9,12,5,24,37,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,2017-05-10 20:28:49,trinity,17,odt,48,18,5544,2751,48,48,2485,odt,0,0,0,0,4,44,108,248,8,33,150,460,0,0,0,2,6,82,9,11,11,46,214,461,9,59,13,22,0,0,0,0,10,38,76,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.03333333333333,2017-05-10 20:21:50,lostworld,14,odt,42,8,4684,1940,42,42,2489,odt,0,0,0,0,4,43,69,159,27,32,415,1280,0,0,0,0,3,39,7,18,8,46,137,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93333333333333,2017-05-10 20:15:05,asylum,17,odt,50,14,5670,1856,50,50,2486,odt,5,0,0,0,6,42,113,272,1,12,12,100,0,0,0,0,11,66,21,32,12,43,193,450,0,0,0,0,0,0,0,0,15,40,171,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.71666666666667,2017-05-10 16:33:10,heroskeep,15,odt,32,28,5559,3511,32,32,2503,odt,1,0,0,0,8,51,310,611,5,36,94,260,0,0,0,0,1,43,3,7,9,38,155,403,4,56,10,18,4,24,37,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.11666666666667,2017-05-10 16:26:35,deepinside,18,odt,31,15,4392,2197,31,31,2515,odt,0,0,0,0,2,38,89,232,10,30,207,700,0,50,1,2,5,48,12,25,12,54,294,542,2,70,7,10,0,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,2017-05-10 16:19:12,quarantine,18,odt,46,24,6393,3046,45,45,2518,odt,0,0,0,0,3,48,121,252,5,53,149,280,0,0,0,0,16,70,45,64,13,45,257,573,0,0,0,0,1,10,13,125,8,35,109,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15,2017-05-10 16:11:58,bloodrun,18,odt,51,22,7111,3342,50,50,2516,odt,0,0,0,0,5,51,90,177,4,40,128,320,0,17,1,6,5,50,18,36,23,46,398,865,14,86,19,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.06666666666667,2017-05-10 16:04:06,almostlost,19,odt,43,19,5303,2515,43,43,2520,odt,0,0,0,0,6,46,154,335,6,33,85,260,0,0,0,0,2,100,6,6,8,45,190,420,3,83,5,6,12,23,79,349,6,38,55,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45,2017-05-10 15:54:47,overkill,19,odt,27,13,3506,1757,24,41,2529,odt,0,0,0,0,8,45,156,346,8,40,214,540,0,0,0,0,0,100,2,2,8,47,122,258,2,50,5,10,0,0,0,0,1,35,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06666666666667,2017-05-10 15:09:36,almostlost,17,odt,45,17,5771,2530,44,44,2532,odt,0,0,0,0,7,52,137,264,4,42,108,260,0,0,0,0,11,66,25,38,14,44,190,428,1,50,3,6,7,18,36,203,1,38,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88333333333333,2017-05-10 15:03:33,campgroundsvariety,20,odt,51,24,5916,3258,50,50,2528,odt,0,0,0,0,9,44,170,387,18,32,306,960,0,0,0,0,10,75,27,36,10,49,250,510,0,0,0,0,4,25,39,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.01666666666667,2017-05-10 14:56:42,almostlost,17,odt,48,15,6832,2350,48,48,2529,odt,0,0,0,0,4,43,131,304,4,25,70,280,1,80,8,10,10,70,21,30,20,46,444,963,0,0,0,0,8,24,49,204,1,62,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53333333333333,2017-05-10 14:50:26,grimdungeons,17,odt,33,18,4557,2832,33,33,2536,odt,0,0,0,0,4,47,135,285,5,34,123,360,0,0,0,0,15,63,27,43,7,32,112,347,0,0,0,1,0,11,4,35,0,0,0,0,2,63,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,2017-05-09 17:39:38,demonkeep,17,odt,50,14,6291,2771,50,50,2530,odt,0,0,0,0,4,48,161,334,16,41,290,700,0,0,0,0,4,52,13,25,18,46,302,657,0,0,0,3,0,16,9,55,8,36,104,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.31666666666667,2017-05-09 17:31:13,retribution,16,odt,49,19,7258,2701,47,47,2532,odt,1,0,0,0,9,42,167,395,0,0,0,0,0,0,0,0,9,54,27,50,0,0,0,0,12,62,21,34,10,15,40,269,8,36,78,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,2017-05-08 16:28:19,theatreofpain,19,odt,50,12,6484,1908,50,50,2530,odt,0,0,0,0,5,53,145,276,2,16,13,80,0,0,0,0,2,58,11,19,29,44,431,971,10,75,15,20,0,0,0,0,2,44,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.51666666666667,2017-05-08 16:20:09,campgroundsvariety,18,odt,47,17,5773,2217,47,47,2534,odt,0,0,0,0,11,49,205,418,6,42,134,320,0,0,0,0,12,55,33,60,13,52,239,462,4,63,10,16,1,10,11,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.66666666666667,2017-05-08 16:13:44,retribution,19,odt,52,18,7785,2616,50,53,2530,odt,1,0,0,0,9,45,244,544,0,0,0,0,0,0,0,0,12,52,27,52,0,0,0,0,13,50,19,38,8,13,43,327,9,41,122,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.75,2017-05-07 22:16:04,quarantine,14,odt,50,8,5098,2390,50,50,2527,odt,0,0,0,0,3,51,72,142,4,41,65,160,0,0,0,0,3,89,8,9,36,45,615,1376,0,0,0,0,1,27,3,11,3,44,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.23333333333333,2017-05-07 22:08:55,asylum,15,odt,51,22,5731,2800,50,50,2527,odt,0,0,0,0,2,38,73,190,6,35,70,200,0,0,0,0,12,67,30,45,23,49,391,800,0,0,0,0,0,0,0,0,8,34,57,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.85,2017-05-07 22:01:28,grimdungeons,19,odt,50,12,5625,2140,50,50,2523,odt,0,0,0,0,3,46,70,153,14,28,182,640,0,0,0,0,14,64,23,36,15,46,205,443,0,67,2,3,2,37,20,54,0,0,0,0,2,43,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1
5.1,2017-05-07 21:54:22,almostlost,24,odt,51,18,7970,2452,50,50,2524,odt,0,0,0,0,5,47,192,408,9,31,219,700,0,0,0,2,4,100,6,6,15,50,374,748,8,90,9,10,0,0,0,0,10,43,159,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.53333333333333,2017-05-07 21:47:22,bloodrun,22,odt,50,16,6811,2695,50,50,2521,odt,0,0,0,0,5,46,147,322,10,29,151,520,0,20,1,5,9,75,21,28,23,44,273,624,1,33,2,6,2,18,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.56666666666667,2017-05-07 21:40:42,brimstoneabbey,21,odt,50,28,7348,3617,50,50,2519,odt,1,0,0,0,8,48,231,482,7,39,179,460,4,42,10,24,7,68,21,31,0,0,0,0,7,71,12,17,12,17,60,356,4,41,85,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.36666666666667,2017-05-07 21:33:01,bloodrun,27,odt,50,15,5315,2306,50,50,2513,odt,0,0,0,0,5,45,106,235,19,40,339,840,0,0,0,2,2,50,6,12,16,40,161,403,1,57,4,7,7,25,29,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.5,2017-05-07 15:25:37,retribution,14,odt,45,13,5398,1939,45,45,2513,odt,1,0,0,0,9,45,126,277,1,30,24,80,0,0,0,0,18,57,47,83,0,0,0,0,4,60,6,10,4,27,20,73,8,40,143,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2017-05-07 15:18:17,limbus,15,odt,50,21,6412,2961,50,50,2509,odt,0,0,0,0,10,49,283,576,4,26,130,500,0,0,0,0,4,71,12,17,27,39,385,995,5,67,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.38333333333333,2017-05-07 15:09:07,grimdungeons,14,odt,41,24,6012,3687,40,40,2509,odt,0,0,0,0,4,43,119,278,9,41,157,380,0,0,0,0,10,62,23,37,10,38,235,623,2,58,7,12,1,17,17,103,0,0,0,0,5,38,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,2017-05-07 14:59:09,quarantine,13,odt,35,20,5034,2946,35,35,2517,odt,0,0,0,0,2,46,81,177,1,46,46,100,1,40,4,10,7,55,27,49,16,45,358,791,0,0,0,0,0,0,0,0,8,34,116,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
