ItemID,game-field,Date,Map,Nick,Time,Kills,Deaths,Damage Dealt,Damage Taken,Score,Perf,Old Glicko,Glicko Change,UnknownHeader,2,GT,MG,SG,GL,RL,LG,RG,PG,HMG,BFG,PM,CG,NG
1626,view,2017-05-09 17:31:13,retribution,,,,,,,,,,,mishyback,"Kills / Acc

Hits / Shots",,"3 / 21%

132 / 629","1 / 27%

32 / 120",,"3 / 53%

16 / 30",,,"0 / 8%

2 / 24",,,,,
1627,view,2017-05-09 17:31:13,retribution,,,,,,,,,,,^BIGJimSLAAAADE,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","0 / 19%

28 / 149",,,"3 / 47%

7 / 15",,,"0 / 12%

6 / 49","2 / 35%

72 / 208",,,,
1628,view,2017-05-09 17:31:13,retribution,,,,,,,,,,,beable,"Kills / Acc

Hits / Shots",,"0 / 20%

16 / 79",,,,,,,,,,,
1629,view,2017-05-08 16:28:19,theatreofpain,odt,0:06:30,50,12,6484,1908,50,50,2530 ± 31,3 / 0,,,,,,,,,,,,,,,
1630,view,2017-05-08 16:28:19,theatreofpain,menma,0:06:30,34,15,5792,1842,34,34,2383 ± 60,3 / -2,,,,,,,,,,,,,,,
1631,view,2017-05-08 16:28:19,theatreofpain,poonilly,0:06:30,29,23,3985,3015,29,29,2015 ± 49,16 / -1,,,,,,,,,,,,,,,
1632,view,2017-05-08 16:28:19,theatreofpain,c4jun87,0:06:30,24,21,3701,2768,24,24,2131 ± 32,-2 / 0,,,,,,,,,,,,,,,
1633,view,2017-05-08 16:28:19,theatreofpain,Miley Virus,0:06:30,21,17,3070,2233,21,21,1531 ± 52,26 / -2,,,,,,,,,,,,,,,
1634,view,2017-05-08 16:28:19,theatreofpain,Atmus,0:06:30,19,22,2075,2845,19,19,1453 ± 30,13 / 0,,,,,,,,,,,,,,,
1635,view,2017-05-08 16:28:19,theatreofpain,eulogy,0:06:02,15,15,2284,2172,15,16,2058 ± 30,-17 / 0,,,,,,,,,,,,,,,
1636,view,2017-05-08 16:28:19,theatreofpain,You are lucky to want,0:06:30,15,16,2432,2212,15,15,1447 ± 40,-3 / -1,,,,,,,,,,,,,,,
1637,view,2017-05-08 16:28:19,theatreofpain,DeezNutz,0:06:30,15,13,1868,2026,14,14,1180 ± 32,8 / -1,,,,,,,,,,,,,,,
1638,view,2017-05-08 16:28:19,theatreofpain,donald (agile),0:06:30,14,26,1633,3199,14,14,1296 ± 35,3 / -1,,,,,,,,,,,,,,,
1639,view,2017-05-08 16:28:19,theatreofpain,wagonwheel,0:06:30,7,21,1840,2507,6,6,1173 ± 37,-9 / -1,,,,,,,,,,,,,,,
1640,view,2017-05-08 16:28:19,theatreofpain,Nithraldur,0:06:30,6,18,1096,2234,6,6,1162 ± 95,-42 / -13,,,,,,,,,,,,,,,
1641,view,2017-05-08 16:28:19,theatreofpain,Sir Dajax,0:06:30,4,23,1459,2817,4,4,1337 ± 350,-265 / -219,,,,,,,,,,,,,,,
1642,view,2017-05-08 16:28:19,theatreofpain,Flash_Bandicoot,0:02:39,8,6,1234,873,8,,,,,,,,,,,,,,,,,,
1643,view,2017-05-08 16:28:19,theatreofpain,scotm1,0:02:58,2,7,506,1005,2,,,,,,,,,,,,,,,,,,
1644,view,2017-05-08 16:28:19,theatreofpain,MetalMilitia,0:01:57,2,8,500,984,2,,,,,,,,,,,,,,,,,,
1645,view,2017-05-08 16:28:19,theatreofpain,zerojay,0:00:14,0,2,45,244,0,,,,,,,,,,,,,,,,,,
1646,view,2017-05-08 16:28:19,theatreofpain,r1ckRoidz,0:00:31,0,2,144,352,0,,,,,,,,,,,,,,,,,,
1647,view,2017-05-08 16:28:19,theatreofpain,snacks,0:00:02,0,0,0,0,-1,,,,,,,,,,,,,,,,,,
1648,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,odt,"Kills / Acc

Hits / Shots",,"5 / 53%

145 / 276","2 / 16%

13 / 80",,"2 / 58%

11 / 19","29 / 44%

431 / 971","10 / 75%

15 / 20",,"2 / 44%

21 / 48",,,,
1649,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,menma,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","7 / 40%

260 / 658","0 / 13%

5 / 40",,"8 / 68%

26 / 38","2 / 42%

75 / 180","11 / 56%

22 / 39","2 / 14%

9 / 64","3 / 35%

70 / 199",,,,
1650,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,poonilly,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","9 / 38%

237 / 626","1 / 27%

32 / 120",,"2 / 80%

4 / 5","6 / 36%

123 / 343","8 / 68%

15 / 22","2 / 26%

19 / 74",,,,,
1651,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,c4jun87,"Kills / Acc

Hits / Shots",,"5 / 36%

240 / 665","6 / 25%

101 / 400",,"8 / 71%

17 / 24","0 / 43%

46 / 108","4 / 44%

8 / 18",,"1 / 55%

51 / 93",,,,
1652,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,Miley Virus,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","4 / 33%

156 / 471","6 / 25%

141 / 560",,"1 / 28%

5 / 18","4 / 26%

72 / 274","1 / 38%

3 / 8",,"4 / 38%

68 / 179",,,,
1653,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,Atmus,"Kills / Acc

Hits / Shots",,"8 / 23%

203 / 870","5 / 23%

72 / 320",,"3 / 31%

9 / 29","1 / 25%

25 / 101","1 / 22%

2 / 9","1 / 6%

2 / 35",,,,,
1654,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,eulogy,"Kills / Acc

Hits / Shots",,"2 / 20%

64 / 317","1 / 23%

61 / 260",,"5 / 53%

20 / 38","6 / 21%

70 / 340","1 / 29%

5 / 17",,,,,,
1655,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,You are lucky to want,"Kills / Acc

Hits / Shots",,"8 / 35%

249 / 703","0 / 13%

5 / 40",,"3 / 67%

8 / 12","0 / 9%

6 / 69","1 / 67%

4 / 6",,"3 / 20%

25 / 122",,,,
1656,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,DeezNutz,"Kills / Acc

Hits / Shots","2 / 0%

0 / 0","1 / 21%

27 / 126","1 / 17%

37 / 220",,"4 / 28%

8 / 29","1 / 17%

25 / 148","0 / 0%

0 / 1",,"6 / 23%

107 / 461",,,,
1657,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,donald (agile),"Kills / Acc

Hits / Shots",,"9 / 28%

191 / 681","1 / 18%

25 / 140",,,,,,"4 / 27%

72 / 269",,,,
1658,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,Flash_Bandicoot,"Kills / Acc

Hits / Shots","2 / 0%

0 / 0","0 / 37%

91 / 248","2 / 46%

46 / 100",,"1 / 100%

2 / 2","3 / 31%

35 / 112",,"0 / 0%

0 / 8",,,,,
1659,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,wagonwheel,"Kills / Acc

Hits / Shots",,"1 / 26%

134 / 518",,,"2 / 32%

7 / 22",,"4 / 33%

6 / 18",,"0 / 21%

15 / 70",,,,
1660,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,Nithraldur,"Kills / Acc

Hits / Shots",,"2 / 18%

39 / 212","0 / 17%

10 / 60",,"4 / 20%

16 / 79","0 / 13%

43 / 341","0 / 0%

0 / 3",,,,,,
1661,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,Sir Dajax,"Kills / Acc

Hits / Shots",,"3 / 28%

206 / 737","0 / 13%

13 / 100",,"0 / 21%

4 / 19","0 / 13%

5 / 38","1 / 29%

2 / 7","0 / 14%

3 / 22",,,,,
1662,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,scotm1,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","0 / 24%

36 / 153",,,,"0 / 19%

6 / 31","1 / 16%

3 / 19",,,,,,
1663,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,MetalMilitia,"Kills / Acc

Hits / Shots",,"2 / 29%

50 / 170","0 / 38%

30 / 80",,"0 / 100%

2 / 2",,"0 / 0%

0 / 2",,,,,,
1664,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,zerojay,"Kills / Acc

Hits / Shots",,"0 / 17%

9 / 52",,,,,,,,,,,
1665,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,r1ckRoidz,"Kills / Acc

Hits / Shots",,"0 / 21%

6 / 29",,,,"0 / 29%

19 / 65",,,,,,,
1666,view,2017-05-08 16:28:19,theatreofpain,,,,,,,,,,,snacks,"Kills / Acc

Hits / Shots",,,,,,,,,,,,,
1667,view,2017-05-08 16:20:09,campgroundsvariety,menma,0:05:31,52,25,5341,3013,50,50,2359 ± 63,24 / -3,,,,,,,,,,,,,,,
1668,view,2017-05-08 16:20:09,campgroundsvariety,snacks,0:05:31,49,23,5426,2999,49,49,2279 ± 32,7 / -1,,,,,,,,,,,,,,,
1669,view,2017-05-08 16:20:09,campgroundsvariety,odt,0:05:31,47,17,5773,2217,47,47,2534 ± 31,-4 / 0,,,,,,,,,,,,,,,
1670,view,2017-05-08 16:20:09,campgroundsvariety,c4jun87,0:05:31,39,32,4867,3869,39,39,2128 ± 32,2 / -1,,,,,,,,,,,,,,,
1671,view,2017-05-08 16:20:09,campgroundsvariety,poonilly,0:05:31,34,29,4068,3739,34,34,2017 ± 51,-3 / -2,,,,,,,,,,,,,,,
1672,view,2017-05-08 16:20:09,campgroundsvariety,eulogy,0:05:31,34,25,4099,2968,32,32,2061 ± 30,-3 / 0,,,,,,,,,,,,,,,
1673,view,2017-05-08 16:20:09,campgroundsvariety,Miley Virus,0:05:31,29,24,4461,3057,27,27,1478 ± 56,53 / -4,,,,,,,,,,,,,,,
1674,view,2017-05-08 16:20:09,campgroundsvariety,sens3i,0:04:48,21,23,3004,2701,21,24,1673 ± 46,-1 / -2,,,,,,,,,,,,,,,
1675,view,2017-05-08 16:20:09,campgroundsvariety,Tokey the Bear,0:05:31,23,23,3226,2921,23,23,1578 ± 114,38 / -27,,,,,,,,,,,,,,,
1676,view,2017-05-08 16:20:09,campgroundsvariety,distraction,0:05:31,15,28,2927,3256,13,13,1594 ± 53,-18 / -4,,,,,,,,,,,,,,,
1677,view,2017-05-08 16:20:09,campgroundsvariety,Yordan,0:05:31,12,26,2199,3116,11,11,1273 ± 62,31 / -5,,,,,,,,,,,,,,,
1678,view,2017-05-08 16:20:09,campgroundsvariety,You are lucky to want,0:05:31,10,22,2619,2599,9,9,1467 ± 42,-21 / -2,,,,,,,,,,,,,,,
1679,view,2017-05-08 16:20:09,campgroundsvariety,Atmus,0:05:31,9,25,2469,3085,8,8,1467 ± 30,-14 / 0,,,,,,,,,,,,,,,
1680,view,2017-05-08 16:20:09,campgroundsvariety,Nithraldur,0:05:31,8,28,1955,3410,8,8,1139 ± 116,23 / -22,,,,,,,,,,,,,,,
1681,view,2017-05-08 16:20:09,campgroundsvariety,ryan,0:05:31,8,25,1572,3135,7,7,948 ± 170,119 / -37,,,,,,,,,,,,,,,
1682,view,2017-05-08 16:20:09,campgroundsvariety,wagonwheel,0:05:31,5,25,1518,3004,5,5,1188 ± 38,-15 / -1,,,,,,,,,,,,,,,
1683,view,2017-05-08 16:20:09,campgroundsvariety,Sir Dajax,0:01:57,4,6,455,710,4,,,,,,,,,,,,,,,,,,
1684,view,2017-05-08 16:20:09,campgroundsvariety,donald (agile),0:01:44,2,7,427,808,2,,,,,,,,,,,,,,,,,,
1685,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,menma,"Kills / Acc

Hits / Shots",,"8 / 40%

214 / 530","14 / 35%

198 / 560",,"6 / 59%

19 / 32","16 / 46%

252 / 544","0 / 0%

0 / 4","8 / 16%

52 / 325",,,,,
1686,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,snacks,"Kills / Acc

Hits / Shots",,"6 / 35%

165 / 474","1 / 33%

33 / 100",,"12 / 66%

33 / 50","17 / 47%

273 / 580","5 / 64%

9 / 14","8 / 20%

44 / 217",,,,,
1687,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,odt,"Kills / Acc

Hits / Shots",,"11 / 49%

205 / 418","6 / 42%

134 / 320",,"12 / 55%

33 / 60","13 / 52%

239 / 462","4 / 63%

10 / 16","1 / 10%

11 / 108",,,,,
1688,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,c4jun87,"Kills / Acc

Hits / Shots",,"6 / 35%

240 / 695","4 / 18%

47 / 260",,"6 / 63%

17 / 27","6 / 33%

66 / 202","2 / 50%

4 / 8","15 / 26%

104 / 399",,,,,
1689,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,poonilly,"Kills / Acc

Hits / Shots",,"8 / 40%

224 / 555","6 / 22%

79 / 360",,"3 / 80%

4 / 5","7 / 39%

163 / 414","4 / 47%

8 / 17","6 / 24%

38 / 158",,,,,
1690,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,eulogy,"Kills / Acc

Hits / Shots","2 / 0%

0 / 0","10 / 30%

237 / 787","7 / 34%

134 / 400",,"7 / 57%

23 / 40","6 / 32%

89 / 279","1 / 8%

1 / 12","1 / 12%

15 / 126",,,"0 / 43%

3 / 7",,
1691,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Miley Virus,"Kills / Acc

Hits / Shots",,"4 / 30%

128 / 430","7 / 39%

149 / 380",,"2 / 71%

10 / 14","6 / 35%

141 / 398","3 / 53%

10 / 19","7 / 22%

50 / 226",,,,,
1692,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Tokey the Bear,"Kills / Acc

Hits / Shots","3 / 0%

0 / 0","4 / 34%

181 / 537","7 / 36%

123 / 340",,"2 / 33%

6 / 18","1 / 28%

50 / 177","2 / 42%

5 / 12","4 / 22%

27 / 124",,,"0 / 33%

1 / 3",,
1693,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,sens3i,"Kills / Acc

Hits / Shots",,"5 / 26%

129 / 497","5 / 24%

100 / 420",,"7 / 66%

21 / 32","4 / 31%

125 / 397","0 / 0%

0 / 1",,,,,,
1694,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,distraction,"Kills / Acc

Hits / Shots","3 / 0%

0 / 0","7 / 32%

212 / 660","2 / 22%

53 / 240",,"2 / 50%

14 / 28","0 / 14%

13 / 90","1 / 56%

5 / 9","0 / 23%

11 / 47",,,"0 / 33%

1 / 3",,
1695,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Yordan,"Kills / Acc

Hits / Shots",,"5 / 27%

230 / 838","1 / 19%

53 / 280",,"2 / 67%

4 / 6","2 / 28%

32 / 115","1 / 33%

2 / 6","1 / 10%

8 / 82",,,,,
1696,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,You are lucky to want,"Kills / Acc

Hits / Shots",,"2 / 21%

84 / 398","2 / 34%

94 / 280",,"4 / 38%

20 / 52","0 / 17%

8 / 48","1 / 80%

4 / 5","1 / 14%

28 / 197",,,"0 / 40%

2 / 5",,
1697,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Atmus,"Kills / Acc

Hits / Shots",,"2 / 21%

192 / 906",,,"1 / 31%

5 / 16",,"4 / 53%

8 / 15","2 / 12%

29 / 250",,,,,
1698,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Nithraldur,"Kills / Acc

Hits / Shots",,"0 / 13%

29 / 221","2 / 16%

52 / 320",,"2 / 37%

11 / 30","1 / 26%

32 / 123","0 / 22%

2 / 9","2 / 12%

16 / 136",,,"1 / 60%

3 / 5",,
1699,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,ryan,"Kills / Acc

Hits / Shots",,"2 / 24%

176 / 728","2 / 8%

15 / 180",,"2 / 41%

7 / 17","0 / 0%

0 / 1",,"2 / 12%

15 / 128",,,,,
1700,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,wagonwheel,"Kills / Acc

Hits / Shots",,"3 / 26%

148 / 566","0 / 16%

44 / 280",,"1 / 24%

7 / 29","0 / 17%

8 / 48","0 / 33%

1 / 3","1 / 13%

8 / 62",,,,,
1701,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,Sir Dajax,"Kills / Acc

Hits / Shots",,"0 / 25%

48 / 192","4 / 14%

49 / 360",,,,,,,,,,
1702,view,2017-05-08 16:20:09,campgroundsvariety,,,,,,,,,,,donald (agile),"Kills / Acc

Hits / Shots",,"0 / 29%

53 / 184","0 / 0%

0 / 20",,"1 / 50%

3 / 6","1 / 16%

4 / 25",,,,,,,
1703,view,2017-05-08 16:13:44,retribution,odt,0:06:40,52,18,7785,2616,50,53,2530 ± 31,4 / 0,,,,,,,,,,,,,,,
1704,view,2017-05-08 16:13:44,retribution,menma,0:07:02,48,31,6798,4146,45,45,2358 ± 67,2 / -4,,,,,,,,,,,,,,,
1705,view,2017-05-08 16:13:44,retribution,snacks,0:07:02,43,29,6409,4032,43,43,2279 ± 33,0 / 0,,,,,,,,,,,,,,,
1706,view,2017-05-08 16:13:44,retribution,eulogy,0:07:02,42,25,5418,3419,42,42,2055 ± 30,6 / 0,,,,,,,,,,,,,,,
1707,view,2017-05-08 16:13:44,retribution,c4jun87,0:07:02,41,22,5859,3180,38,38,2134 ± 33,-6 / -1,,,,,,,,,,,,,,,
1708,view,2017-05-08 16:13:44,retribution,SK1NNER,0:07:02,27,34,4120,4137,25,25,1843 ± 73,-34 / -6,,,,,,,,,,,,,,,
1709,view,2017-05-08 16:13:44,retribution,Tokey the Bear,0:07:02,27,38,3888,4356,25,25,1406 ± 174,173 / -60,,,,,,,,,,,,,,,
1710,view,2017-05-08 16:13:44,retribution,distraction,0:07:02,26,32,4384,3910,25,25,1583 ± 57,12 / -3,,,,,,,,,,,,,,,
1711,view,2017-05-08 16:13:44,retribution,Miley Virus,0:07:02,24,24,5110,3237,24,24,1442 ± 60,36 / -4,,,,,,,,,,,,,,,
1712,view,2017-05-08 16:13:44,retribution,You are lucky to want,0:07:02,21,26,4038,3234,20,20,1480 ± 43,-13 / -2,,,,,,,,,,,,,,,
1713,view,2017-05-08 16:13:44,retribution,ragnard,0:07:02,18,30,3117,4154,18,18,1284 ± 30,0 / 0,,,,,,,,,,,,,,,
1714,view,2017-05-08 16:13:44,retribution,Atmus,0:07:02,18,36,3066,4494,17,17,1478 ± 30,-11 / 0,,,,,,,,,,,,,,,
1715,view,2017-05-08 16:13:44,retribution,ryan,0:07:02,9,34,2136,4157,8,8,1066 ± 257,-117 / -87,,,,,,,,,,,,,,,
1716,view,2017-05-08 16:13:44,retribution,poonilly,0:03:15,12,15,2290,1887,12,,,,,,,,,,,,,,,,,,
1717,view,2017-05-08 16:13:44,retribution,Yordan,0:03:05,10,12,1481,1356,10,,,,,,,,,,,,,,,,,,
1718,view,2017-05-08 16:13:44,retribution,Nithraldur,0:03:18,7,16,1196,1993,6,,,,,,,,,,,,,,,,,,
1719,view,2017-05-08 16:13:44,retribution,wagonwheel,0:03:19,6,14,1212,1759,6,,,,,,,,,,,,,,,,,,
1720,view,2017-05-08 16:13:44,retribution,Schiff,0:02:02,2,12,353,1412,2,,,,,,,,,,,,,,,,,,
1721,view,2017-05-08 16:13:44,retribution,de1337ed,0:00:39,1,5,255,578,-1,,,,,,,,,,,,,,,,,,
1722,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,odt,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","9 / 45%

244 / 544",,,"12 / 52%

27 / 52",,"13 / 50%

19 / 38","8 / 13%

43 / 327","9 / 41%

122 / 294",,,,
1723,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,menma,"Kills / Acc

Hits / Shots",,"17 / 40%

468 / 1176",,,"6 / 53%

25 / 47",,"10 / 57%

23 / 40","3 / 10%

13 / 135","12 / 42%

142 / 340",,,,
1724,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,snacks,"Kills / Acc

Hits / Shots",,"12 / 38%

357 / 932",,,"9 / 67%

36 / 54",,"7 / 65%

15 / 23","1 / 18%

7 / 39","14 / 47%

170 / 360",,,,
1725,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,eulogy,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","8 / 24%

125 / 530",,,"10 / 51%

41 / 81",,"15 / 48%

25 / 52","4 / 11%

24 / 223","4 / 25%

39 / 154",,,,
1726,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,c4jun87,"Kills / Acc

Hits / Shots",,"8 / 36%

187 / 516","5 / 27%

59 / 220",,"17 / 51%

53 / 103",,"2 / 35%

6 / 17","5 / 24%

36 / 153","4 / 40%

102 / 255",,,,
1727,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,SK1NNER,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","6 / 32%

194 / 614",,,"12 / 55%

45 / 82",,"3 / 50%

6 / 12","3 / 15%

11 / 72","2 / 24%

34 / 143",,,,
1728,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Tokey the Bear,"Kills / Acc

Hits / Shots","2 / 0%

0 / 0","9 / 32%

309 / 963",,,"11 / 51%

44 / 87",,,"4 / 11%

13 / 117","1 / 24%

26 / 108",,,,
1729,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,distraction,"Kills / Acc

Hits / Shots","5 / 0%

0 / 0","5 / 28%

183 / 659",,,"10 / 62%

32 / 52",,"1 / 44%

4 / 9","2 / 20%

11 / 54","3 / 30%

74 / 244",,,,
1730,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Miley Virus,"Kills / Acc

Hits / Shots",,"4 / 35%

244 / 691",,,"4 / 42%

21 / 50",,"6 / 52%

12 / 23","6 / 18%

56 / 305","4 / 27%

93 / 344",,,,
1731,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,You are lucky to want,"Kills / Acc

Hits / Shots","4 / 0%

0 / 0","4 / 27%

154 / 573","1 / 38%

23 / 60",,"1 / 31%

12 / 39",,"3 / 45%

10 / 22","8 / 15%

63 / 417","0 / 22%

31 / 144",,,,
1732,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,ragnard,"Kills / Acc

Hits / Shots","2 / 0%

0 / 0","4 / 15%

119 / 805",,,"6 / 34%

26 / 77",,"0 / 100%

1 / 1","3 / 13%

25 / 188","3 / 23%

37 / 161",,,,
1733,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Atmus,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","6 / 22%

249 / 1141",,,"8 / 39%

30 / 76",,"0 / 0%

0 / 1","2 / 18%

30 / 171","1 / 17%

29 / 174",,,,
1734,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,poonilly,"Kills / Acc

Hits / Shots","1 / 0%

0 / 0","3 / 45%

118 / 263",,,"3 / 70%

19 / 27",,"3 / 54%

7 / 13","2 / 23%

15 / 65",,,,,
1735,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Yordan,"Kills / Acc

Hits / Shots",,"7 / 30%

132 / 443",,,"1 / 40%

6 / 15",,"1 / 60%

3 / 5","1 / 27%

11 / 41",,,,,
1736,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,ryan,"Kills / Acc

Hits / Shots",,"4 / 23%

191 / 847","1 / 28%

17 / 60",,"3 / 33%

17 / 51",,,"0 / 0%

0 / 10","1 / 15%

41 / 266",,,,
1737,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Nithraldur,"Kills / Acc

Hits / Shots",,"0 / 16%

15 / 92",,,"7 / 32%

17 / 53",,"0 / 33%

1 / 3","0 / 7%

4 / 55","0 / 20%

11 / 56",,,,
1738,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,wagonwheel,"Kills / Acc

Hits / Shots",,"3 / 27%

140 / 519",,,"2 / 41%

9 / 22",,,,"1 / 16%

18 / 113",,,,
1739,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,Schiff,"Kills / Acc

Hits / Shots",,"1 / 13%

8 / 60",,,"0 / 31%

4 / 13",,"1 / 17%

1 / 6",,"0 / 14%

2 / 14",,,,
1740,view,2017-05-08 16:13:44,retribution,,,,,,,,,,,de1337ed,"Kills / Acc

Hits / Shots",,"1 / 45%

15 / 33",,,"0 / 60%

3 / 5",,"0 / 100%

1 / 1",,,,,,
1741,view,2017-05-07 22:42:26,bloodrun,AIRRICK,0:10:00,10,7,3436,3322,10,1,1907 ± 69,3 / 0,,,,,,,,,,,,,,,
1742,view,2017-05-07 22:42:26,bloodrun,odt,0:10:00,7,12,3211,3323,5,0,1511 ± 290,-37 / -29,,,,,,,,,,,,,,,
1743,view,2017-05-07 22:42:26,bloodrun,,,,,,,,,,,AIRRICK,"Kills / Acc

Hits / Shots",,"1 / 33%

25 / 75",,"0 / 0%

0 / 56","4 / 35%

33 / 93","3 / 43%

125 / 294","2 / 52%

14 / 27","0 / 0%

0 / 5",,,,,
1744,view,2017-05-07 22:42:26,bloodrun,,,,,,,,,,,odt,"Kills / Acc

Hits / Shots",,,"2 / 56%

67 / 120","0 / 0%

0 / 20","0 / 24%

8 / 33","5 / 34%

271 / 803","0 / 58%

11 / 19","0 / 0%

0 / 10",,,,,
1745,view,2017-05-07 22:29:40,campgrounds,AIRRICK,0:10:00,11,2,2935,2021,11,1,1903 ± 70,4 / 0,,,,,,,,,,,,,,,
1746,view,2017-05-07 22:29:40,campgrounds,odt,0:10:00,2,13,1960,2909,0,0,1575 ± 350,-64 / -60,,,,,,,,,,,,,,,
1747,view,2017-05-07 22:29:40,campgrounds,,,,,,,,,,,AIRRICK,"Kills / Acc

Hits / Shots",,"0 / 41%

18 / 44","1 / 17%

10 / 60","0 / 5%

1 / 21","3 / 22%

20 / 90","2 / 38%

122 / 319","5 / 45%

14 / 31","0 / 3%

3 / 113",,,,,
1748,view,2017-05-07 22:29:40,campgrounds,,,,,,,,,,,odt,"Kills / Acc

Hits / Shots",,"0 / 64%

16 / 25","0 / 30%

18 / 60",,"0 / 23%

11 / 47","2 / 37%

199 / 537","0 / 33%

2 / 6","0 / 4%

2 / 45",,,,,
1749,view,2017-05-07 22:16:04,quarantine,odt,0:05:45,50,8,5098,2390,50,50,2527 ± 31,3 / 0,,,,,,,,,,,,,,,
1750,view,2017-05-07 22:16:04,quarantine,AIRRICK,0:05:45,38,21,5646,2728,38,38,2440 ± 34,-1 / 0,,,,,,,,,,,,,,,
1751,view,2017-05-07 22:16:04,quarantine,Drax,0:05:45,29,22,3978,2716,29,29,1909 ± 30,5 / 0,,,,,,,,,,,,,,,
1752,view,2017-05-07 22:16:04,quarantine,[G-MAN2][bodenebas]Billy Maize,0:05:45,27,30,3813,3640,27,27,1820 ± 36,10 / -1,,,,,,,,,,,,,,,
1753,view,2017-05-07 22:16:04,quarantine,Nuke Dukem,0:05:45,23,21,2959,2678,22,22,1645 ± 30,5 / 0,,,,,,,,,,,,,,,
1754,view,2017-05-07 22:16:04,quarantine,rambuntan,0:05:45,20,19,2204,2250,19,19,1191 ± 149,199 / -34,,,,,,,,,,,,,,,
1755,view,2017-05-07 22:16:04,quarantine,trexjff,0:05:45,20,24,3872,2794,19,19,1339 ± 31,9 / 0,,,,,,,,,,,,,,,
1756,view,2017-05-07 22:16:04,quarantine,DiViX,0:05:01,12,22,2333,2912,11,13,2103 ± 33,-27 / 0,,,,,,,,,,,,,,,
1757,view,2017-05-07 22:16:04,quarantine,Mid or Feed,0:05:45,8,24,1603,2990,7,7,1217 ± 30,-4 / 0,,,,,,,,,,,,,,,
